  1   1     0.002
  1   2     0.002
  1   3     0.002
  1   4     0.002
  1   5     0.002
  1   6     0.003
  1   7     0.003
  1   8     0.003
  1   9     0.003
  1  10     0.003
  1  11     0.003
  1  12     0.003
  1  13     0.003
  1  14     0.003
  1  15     0.003
  1  16     0.003
  1  17     0.003
  1  18     0.003
  1  19     0.003
  1  20     0.003
  1  21     0.003
  1  22     0.004
  1  23     0.004
  1  24     0.004
  1  25     0.004
  1  26     0.004
  1  27     0.004
  1  28     0.004
  1  29     0.004
  1  30     0.004
  1  31     0.003
  1  32     0.003
  1  33     0.003
  1  34     0.003
  1  35     0.003
  1  36     0.003
  1  37     0.003
  1  38     0.003
  1  39     0.003
  1  40     0.003
  1  41     0.003
  1  42     0.003
  1  43     0.003
  1  44     0.003
  1  45     0.003
  1  46     0.003
  1  47     0.003
  1  48     0.003
  1  49     0.002
  1  50     0.002
  1  51     0.002
  2   1     0.002
  2   2     0.002
  2   3     0.002
  2   4     0.002
  2   5     0.002
  2   6     0.003
  2   7     0.003
  2   8     0.003
  2   9     0.003
  2  10     0.003
  2  11     0.003
  2  12     0.003
  2  13     0.003
  2  14     0.003
  2  15     0.003
  2  16     0.003
  2  17     0.003
  2  18     0.003
  2  19     0.003
  2  20     0.003
  2  21     0.003
  2  22     0.004
  2  23     0.004
  2  24     0.004
  2  25     0.004
  2  26     0.004
  2  27     0.004
  2  28     0.004
  2  29     0.004
  2  30     0.004
  2  31     0.004
  2  32     0.003
  2  33     0.003
  2  34     0.003
  2  35     0.003
  2  36     0.003
  2  37     0.003
  2  38     0.003
  2  39     0.003
  2  40     0.003
  2  41     0.003
  2  42     0.003
  2  43     0.003
  2  44     0.003
  2  45     0.003
  2  46     0.003
  2  47     0.003
  2  48     0.003
  2  49     0.003
  2  50     0.002
  2  51     0.002
  3   1     0.002
  3   2     0.002
  3   3     0.002
  3   4     0.002
  3   5     0.003
  3   6     0.003
  3   7     0.003
  3   8     0.003
  3   9     0.003
  3  10     0.003
  3  11     0.003
  3  12     0.003
  3  13     0.003
  3  14     0.003
  3  15     0.003
  3  16     0.003
  3  17     0.003
  3  18     0.003
  3  19     0.003
  3  20     0.003
  3  21     0.004
  3  22     0.004
  3  23     0.004
  3  24     0.004
  3  25     0.004
  3  26     0.004
  3  27     0.004
  3  28     0.004
  3  29     0.004
  3  30     0.004
  3  31     0.004
  3  32     0.004
  3  33     0.003
  3  34     0.003
  3  35     0.003
  3  36     0.003
  3  37     0.003
  3  38     0.003
  3  39     0.003
  3  40     0.003
  3  41     0.003
  3  42     0.003
  3  43     0.003
  3  44     0.003
